URL,Traffic (%),Number of Keywords,Traffic,Adwords Positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic Change,Answer Engines,Top Keyword,Primary Intent,LLM Prompts
https://testlify.com/test-library/self-awareness-test/,0.76,12,23,0,0,1,0,1,0,0,23,0,23,0,23,google-ai,awareness test,"Transactional, Informational",1
https://testlify.com/hr-glossary/enterprise-compensation-management/,0.73,1,22,0,0,0,0,0,0,0,0,0,0,0,16,,,,0
https://testlify.com/test-library/aptitude-test-for-logistics-managers/,0.7,3,21,0,0,3,0,0,0,0,21,0,0,0,18,google,logistics test,Informational,1
https://testlify.com/test-library/sanitation-worker/,0.66,9,20,0,0,8,0,0,0,0,20,0,0,0,-25,google,exam for sanitation,Informational,1
https://testlify.com/test-library/boilermaker/,0.66,9,20,0,0,7,0,0,0,0,20,0,0,0,-2,google,boilermaker test,Informational,2
https://testlify.com/halo-and-horn-effect/,0.63,28,19,0,0,8,0,0,0,0,19,0,0,0,-3,google,halo and horns effect,Informational,1
https://testlify.com/hr-glossary/third-country-nationals-tcns/,0.56,8,17,0,0,1,0,0,0,0,17,0,0,0,16,,tcns not resident in oman,Informational,0
https://testlify.com/test-library/teacher-assistant-test/,0.5,21,15,0,0,13,0,2,0,0,15,0,4,0,-13,google,teaching assistant test,Informational,2
https://testlify.com/employee-tenure-calculator/,0.5,22,15,0,1,7,0,0,0,6,9,0,0,0,6,google,tenure calculator,Informational,1
https://testlify.com/makipeople-alternatives/,0.46,4,14,0,0,1,0,0,0,0,14,0,0,0,0,search-gpt,maki third party interview service,Informational,1
https://testlify.com/test-library/disc-testlify-personality-assessment/,0.46,43,14,0,0,1,0,0,0,0,0,0,0,0,12,"google, google-ai",disc personality test sample,Informational,2
https://testlify.com/test-library/digital-marketing/,0.4,10,12,0,1,6,0,0,0,0,12,0,0,0,0,,digital marketing assessment,Informational,0
https://testlify.com/hr-glossary/confirmation-letter/,0.4,13,12,0,0,4,0,0,0,0,12,0,0,0,3,,letter of confirmation,Informational,0
https://testlify.com/test-library/zoom/,0.4,2,12,0,0,1,0,0,0,0,12,0,0,0,-10,,zoomcom test,Informational,0
https://testlify.com/hr-glossary/workplace-relationships/,0.36,33,11,0,0,7,0,0,0,0,10,0,0,0,11,search-gpt,what is a workplace relationship,Informational,2
https://testlify.com/test-library/marketing/,0.36,13,11,0,0,4,0,0,0,0,11,0,0,0,4,,marketing assessment test,Informational,0
https://testlify.com/test-library/aptitude-test-for-secretary/,0.36,4,11,0,0,2,0,0,0,0,11,0,0,0,-3,"gemini, google, search-gpt",secretary assessment test,Informational,7
https://testlify.com/criterion-related-validity/,0.33,18,10,0,0,5,0,0,0,0,10,0,0,0,-1,"google, google-ai",criterion-related validity,Informational,2
https://testlify.com/test-library/iq-test/,0.33,24,10,0,2,17,0,0,0,0,10,0,0,0,-2,google,iq test exam for employment,Informational,3
https://testlify.com/hr-glossary/disciplinary-action/,0.33,11,10,0,0,3,0,0,0,0,10,0,0,0,0,google,disciplinary action meaning,Informational,2
https://testlify.com/test-library/c-al-test/,0.33,2,10,0,0,1,0,0,0,0,5,0,0,0,5,,c al,Informational,0
https://testlify.com/hr-glossary/high-potential-employee-hipo/,0.3,8,9,0,0,1,0,0,0,0,9,0,0,0,9,google,hipo employee,Informational,1
https://testlify.com/hr-glossary/goldbricking/,0.3,15,9,0,0,4,0,0,0,0,9,0,0,0,5,search-gpt,goldbricking,Informational,1
https://testlify.com/test-library/accounts-payable/,0.3,4,9,0,0,3,0,0,0,0,9,0,0,0,7,"gemini, google-ai, search-gpt",accounts payable test,Informational,8
https://testlify.com/test-library/ceo-chief-executive-officer/,0.26,8,8,0,0,3,0,0,0,0,8,0,0,0,3,google,executive hiring nonlinear profile assessment,Informational,1
https://testlify.com/hr-glossary/appointment-schedule/,0.26,67,8,0,0,3,0,0,0,0,7,0,0,0,-5,"google, search-gpt",schedule the appointment,Informational,2
https://testlify.com/tax-specialist-interview-questions-to-ask-job-applicants/,0.26,3,8,0,0,3,0,0,0,0,8,0,0,0,1,google-ai,stepstone tax interview mock,Informational,1
https://testlify.com/best-talent-assessment-tools/,0.26,41,8,0,5,3,1,0,0,7,1,0,0,0,8,"gemini, google, google-ai, search-gpt",talent assessment tools,Commercial,16
https://testlify.com/hr-glossary/marketing-public-relations/,0.26,29,8,0,0,1,1,0,0,0,1,7,0,0,7,,mpr associates,"Navigational, Informational",0
https://testlify.com/budget-analyst-interview-questions-to-ask-job-applicants/,0.26,3,8,0,1,1,0,0,0,7,1,0,0,0,7,google,budget analyst job interview questions and answers,"Commercial, Informational",2
https://testlify.com/test-library/enneagram-personality-test/,0.26,3,8,0,0,0,0,0,0,0,0,0,0,0,8,google,,,4
https://testlify.com/document-controller-interview-questions-to-ask-job-applicants/,0.26,3,8,0,2,3,0,0,0,6,8,0,0,0,5,,document controller job description,Informational,0
https://testlify.com/performance-management-cycle/,0.26,5,8,0,0,2,0,0,0,0,8,0,0,0,8,search-gpt,performance management cycle,Informational,1
https://testlify.com/departmentalization/,0.23,19,7,0,0,12,0,0,0,0,7,0,0,0,-3,"google, search-gpt",departmentalization,Informational,4
https://testlify.com/skills-and-abilities/,0.23,43,7,0,0,4,1,0,0,0,6,0,0,0,-2,"google, google-ai",ability and skills difference,Informational,7
https://testlify.com/what-is-dei/,0.23,135,7,0,0,0,0,0,0,0,0,0,0,0,-21,google,,,1
https://testlify.com/use-jenkins-test-to-hire-developers/,0.23,2,7,0,1,2,0,0,0,3,7,0,0,0,7,,hire jenkins developers,Informational,0
https://testlify.com/hr-glossary/employment-status/,0.23,31,7,0,0,7,0,0,0,0,7,0,0,0,-12,google,employee status examples,Informational,1
https://testlify.com/test-library/learning-agility-test/,0.23,7,7,0,0,3,0,0,0,0,7,0,0,0,4,,learning agility test,Informational,0
https://testlify.com/maintenance-technician-interview-questions-to-ask-job-applicants/,0.23,18,7,0,0,10,0,0,0,0,7,0,0,0,-6,google-ai,interview questions for maintenance technician,Informational,1
https://testlify.com/test-library/assembler/,0.2,13,6,0,0,5,0,0,0,0,6,0,0,0,-1,"google, google-ai, search-gpt",test assembler,Informational,3
https://testlify.com/hr-glossary/inpatriate/,0.2,4,6,0,0,1,0,0,0,0,6,0,0,0,0,,inpatriate,Informational,0
https://testlify.com/proctored-exams-key-features/,0.2,40,6,0,0,4,2,0,0,0,0,6,0,0,0,"google-ai, search-gpt",testlify,Informational,3
https://testlify.com/hr-glossary/shrm-society-for-human-resource-management/,0.2,33,6,0,0,1,1,0,0,0,0,0,0,0,6,"google, search-gpt",what is shrm,"Navigational, Informational",2
https://testlify.com/top-recruitment-metrics-you-must-keep-track/,0.2,19,6,0,0,2,0,0,0,0,5,0,0,0,6,,recruitment funnel conversion rates interview to hire 2026,Informational,0
https://testlify.com/netflix-hiring-process/,0.2,17,6,0,0,3,1,0,0,0,6,0,0,0,0,google,netflix interview process,Informational,1
https://testlify.com/test-library/aptitude-test-for-financial-analyst/,0.2,5,6,0,0,3,0,0,0,0,6,0,0,0,1,search-gpt,financial analyst assessment test,Informational,1
https://testlify.com/tech-glossary/glitch/,0.16,9,5,0,1,5,0,0,0,2,5,0,0,0,1,,head glitching,Informational,0
https://testlify.com/studies-of-companies-with-successful-talent-pools/,0.16,8,5,0,1,2,0,0,0,0,5,0,0,0,5,,talently case studies,Informational,0
https://testlify.com/test-library/aptitude-test/,0.16,69,5,0,0,0,0,0,0,0,0,0,0,0,4,google,,,1
https://testlify.com/tech-glossary/mashup/,0.16,3,5,0,0,1,0,0,0,0,5,0,0,0,0,google,character mashup,Informational,1
https://testlify.com/how-fedex-hires-at-scale/,0.16,5,5,0,0,3,2,1,0,0,5,5,0,0,0,"gemini, google, google-ai",fedex hub recruitment center,Informational,8
https://testlify.com/test-library/graduate-aptitude/,0.16,4,5,0,0,2,0,0,0,0,5,0,0,0,0,,what is graduate assessment test,Informational,0
https://testlify.com/hr-glossary/host-country/,0.16,9,5,0,0,4,0,0,0,0,5,0,0,0,-1,search-gpt,host country meaning,Informational,1
https://testlify.com/test-library/data-analyst/,0.16,9,5,0,0,5,0,0,0,0,5,0,0,0,0,,data analysis test,Informational,0
https://testlify.com/key-components-of-a-technical-aptitude-test/,0.16,6,5,0,0,1,0,0,0,0,5,0,0,0,5,,technical aptitude meaning,Informational,0
https://testlify.com/test-library/quality-assurance-apptitude/,0.16,4,5,0,0,1,0,0,0,0,5,0,0,0,-4,,quality assurance aptitude test,Informational,0
https://testlify.com/pre-hire-assessments-for-high-volume-hiring/,0.16,2,5,0,0,2,0,0,0,0,5,0,0,0,0,"google, google-ai, search-gpt",pre hire assessments for high volume hiring,Informational,6
https://testlify.com/tech-glossary/dos-attack/,0.16,2,5,0,0,0,0,0,0,0,0,0,0,0,5,,,,0
https://testlify.com/hr-glossary/internal-assessment/,0.16,4,5,0,0,3,0,0,0,0,5,0,0,0,-16,,internal assessment meaning,Informational,0
https://testlify.com/hr-glossary/system-changeover/,0.16,6,5,0,0,1,0,0,0,0,5,0,0,0,0,,system changeover,Informational,0
https://testlify.com/audio-questions/,0.16,5,5,0,0,4,0,1,0,0,5,0,1,0,5,,audio questions,Informational,0
https://testlify.com/hr-glossary/bureaucratic-inertia/,0.16,1,5,0,0,1,0,0,0,0,5,0,0,0,0,google,bureaucratic inertia,Informational,2
https://testlify.com/employee-poaching/,0.13,36,4,0,0,8,0,0,0,0,4,0,0,0,4,google,employee poaching lawsuit,Informational,3
https://testlify.com/marketing-automation-specialist-interview-questions-to-ask-job-applicants/,0.13,3,4,0,0,2,0,0,0,0,4,0,0,0,-4,google,marketing automation questions,Informational,1
https://testlify.com/integrations/engage-talent/,0.13,1,4,0,0,1,0,0,0,0,4,0,0,0,0,,engage talent integrations,Informational,0
https://testlify.com/create-skills-assessment-tests-for-different-roles/,0.13,1,4,0,0,1,0,0,0,0,4,0,0,0,0,,custom skill tests for diverse roles,Informational,0
https://testlify.com/tech-glossary/analog-signal/,0.13,29,4,0,0,1,0,0,0,0,4,0,0,0,4,,analog signal,Informational,0
https://testlify.com/test-library/millwright/,0.13,9,4,0,0,9,0,0,0,0,4,0,0,0,0,"google-ai, search-gpt",millwright test,Informational,3
https://testlify.com/test-library/shopify-test/,0.13,4,4,0,0,3,1,1,0,0,4,0,0,0,-4,google,shopify criteria assessment,Informational,1
https://testlify.com/test-library/bartender-test/,0.13,8,4,0,0,3,0,0,0,0,4,0,0,0,0,,bartender test,Informational,0
https://testlify.com/hr-glossary/annual-leave-loading/,0.13,8,4,0,0,2,0,0,0,0,4,0,0,0,1,,leave loading formula,Informational,0
https://testlify.com/test-library/problem-solving/,0.13,15,4,0,1,7,0,0,0,3,4,0,0,0,-7,"google, search-gpt",test of problem solving,Informational,2
https://testlify.com/test-library/pay-per-click-ppc-advertising-test/,0.13,5,4,0,0,2,0,0,0,0,4,0,0,0,4,,ppc test,Informational,0
https://testlify.com/hr-glossary/conditions-of-employment/,0.13,17,4,0,1,3,0,0,0,0,4,0,0,0,2,google,what are conditions,Informational,1
https://testlify.com/test-library/vmware-vtsp-test/,0.13,1,4,0,0,0,1,0,0,0,0,4,0,0,4,,vtsp,Navigational,0
https://testlify.com/warehouse-manager-interview-questions-to-ask-job-applicants/,0.13,2,4,0,0,2,0,0,0,0,4,0,0,0,0,google,warehouse manager interview questions,Informational,1
https://testlify.com/hr-roadmap/,0.13,3,4,0,0,1,0,0,0,0,4,0,0,0,0,,hr roadmap,Informational,0
https://testlify.com/test-library/manufacturing-worker/,0.13,12,4,0,2,10,0,0,0,0,4,0,0,0,1,gemini,select assessment for manufacturing,Informational,1
https://testlify.com/attrition-rate-calculator/,0.13,37,4,0,0,4,0,0,0,0,4,0,0,0,0,,attrition rate calculator,Informational,0
https://testlify.com/claims-adjuster-interview-questions-to-ask-job-applicants/,0.13,2,4,0,0,2,0,0,0,0,4,0,0,0,0,,interview questions for claims adjuster,Informational,0
https://testlify.com/hr-glossary/brown-bag-lunch/,0.1,20,3,0,0,1,0,0,0,0,3,0,0,0,0,search-gpt,brown bag meaning,Informational,1
https://help.testlify.com/article/407-a-comprehensive-candidate-guide,0.1,3,3,0,0,1,1,0,0,0,0,3,0,0,0,,testlify,"Navigational, Informational",0
https://testlify.com/test-library/work-reliability-test/,0.1,7,3,0,0,1,0,0,0,0,3,0,0,0,0,google,employee reliability test,Informational,1
https://testlify.com/e-recruitment/,0.1,10,3,0,0,3,2,0,0,0,3,0,0,0,-4,"google, search-gpt",e-recruiting,Informational,2
https://testlify.com/test-library/public-relations-strategy/,0.1,3,3,0,0,3,0,0,0,0,3,0,0,0,3,,public relations test,Informational,0
https://testlify.com/test-library/custodian/,0.1,9,3,0,0,8,0,0,0,0,3,0,0,0,0,google,custodian test questions and answers,Informational,1
https://testlify.com/compare-plans/,0.1,5,3,0,1,2,1,0,0,1,2,1,0,0,1,gemini,testifly,Informational,1
https://testlify.com/test-library/python-3/,0.1,5,3,0,0,0,0,0,0,0,0,0,0,0,2,,,,0
https://testlify.com/treasury-analyst-interview-questions-to-ask-job-applicants/,0.1,5,3,0,0,1,0,0,0,0,3,0,0,0,3,google-ai,treasury analyst interview questions,Informational,1
https://testlify.com/facilities-manager-interview-questions-to-ask-job-applicants/,0.1,4,3,0,0,4,0,0,0,0,3,0,0,0,3,,facilities manager interview questions,Informational,0
https://testlify.com/test-library/machinist/,0.1,11,3,0,0,5,0,0,0,0,3,0,0,0,0,"google-ai, search-gpt",machinist test,Informational,2
https://testlify.com/hr-glossary/position/,0.1,7,3,0,0,4,0,0,0,0,3,0,0,0,0,,positions definition,Informational,0
https://testlify.com/how-to-interpret-technical-assessment-results/,0.1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,google,,,1
https://testlify.com/hr-glossary/micro-behaviours/,0.1,2,3,0,0,2,0,0,0,0,3,0,0,0,0,,micro behaviors,Informational,0
https://testlify.com/test-library/performance-testing/,0.1,11,3,0,2,2,0,0,0,1,0,0,0,0,2,,job performance test,"Commercial, Informational",0
https://testlify.com/affinity-bias/,0.1,7,3,0,0,1,0,0,0,0,0,0,0,0,0,,similarity bias examples,Informational,0
https://testlify.com/test-library/executive-assistant/,0.1,6,3,0,0,1,0,0,0,0,3,0,0,0,2,"google, google-ai",executive assistant test,Informational,2
https://testlify.com/test-library/chef/,0.1,3,3,0,0,2,0,0,0,0,3,0,0,0,1,google-ai,chef test,Informational,1
https://testlify.com/skill-issue/,0.1,6,3,0,0,1,0,0,0,0,0,0,0,0,3,,what is skill issue,Informational,0
https://testlify.com/best-job-boards-that-you-should-know/,0.1,23,3,0,2,1,0,0,0,1,0,0,0,0,0,"google, google-ai",most popular job boards,Commercial,22
https://testlify.com/tips-to-evaluate-project-coordination-skills/,0.1,4,3,0,0,3,0,0,0,0,3,0,0,0,0,,project coordinator strengths,Informational,0
https://testlify.com/contract-administrator-interview-questions-to-ask-job-applicants/,0.1,2,3,0,0,2,0,0,0,0,3,0,0,0,0,,contract administrator interview questions,Informational,0
https://testlify.com/test-library/asset-manager/,0.1,4,3,0,0,3,0,0,0,0,3,0,0,0,3,,test asset management,Informational,0
https://testlify.com/hr-glossary/fly-in-fly-out/,0.06,10,2,0,1,3,0,0,0,0,1,0,0,0,2,google-ai,fly in fly out,Informational,1
https://testlify.com/recruitment-database/,0.06,11,2,0,0,1,0,0,0,0,2,0,0,0,2,,recruiting database,Informational,0
https://testlify.com/compliance-analyst-interview-questions-to-ask-job-applicants/,0.06,1,2,0,0,1,0,0,0,0,2,0,0,0,0,,compliance analyst interview questions,Informational,0
https://testlify.com/accounts-receivable-specialist-interview-questions-to-ask-job-applicants/,0.06,6,2,0,0,1,0,0,0,0,2,0,0,0,0,search-gpt,accounts receivable questions for the interview,Informational,1
https://testlify.com/test-library/janitor-cleaner-test/,0.06,1,2,0,0,1,0,0,0,0,2,0,0,0,0,,cleaner test,Informational,0
https://testlify.com/hr-glossary/reporting-suite/,0.06,1,2,0,0,1,0,0,0,0,2,0,0,0,2,,reporting suite,Informational,0
https://testlify.com/key-responsibility-areas-kras/,0.06,2,2,0,1,1,0,0,0,2,2,0,0,0,2,,kra in job,"Commercial, Informational",0
https://testlify.com/test-library/hvac-technician/,0.06,6,2,0,0,1,0,0,0,0,2,0,0,0,1,google-ai,hvac aptitude test,Informational,1
https://testlify.com/how-to-measure-the-success-of-your-talent-management-strategy/,0.06,16,2,0,1,1,0,0,0,1,1,0,0,0,2,,assessment tools for talent management,"Commercial, Informational",0
https://testlify.com/test-library/following-directions/,0.06,5,2,0,0,3,0,0,0,0,2,0,0,0,-4,,following directions test,Informational,0
https://testlify.com/benefits-specialist-interview-questions-to-ask-job-applicants/,0.06,4,2,0,0,1,0,0,0,0,2,0,0,0,0,"google, search-gpt",benefits specialist interview questions,Informational,3
https://testlify.com/screening-interview/,0.06,33,2,0,0,1,0,0,0,0,2,0,0,0,0,"google, search-gpt",what is screening interview,Informational,7
https://testlify.com/supply-chain-manager-interview-questions-to-ask-job-applicants/,0.06,5,2,0,0,3,0,0,0,0,2,0,0,0,2,search-gpt,interview questions for supply chain manager,Informational,1
https://testlify.com/build-an-hr-toolkit/,0.06,2,2,0,0,0,1,0,0,0,0,2,0,0,0,,hr toolkit,Navigational,0
https://testlify.com/billing-clerk-interview-questions-to-ask-job-applicants/,0.06,1,2,0,0,1,0,0,0,0,2,0,0,0,0,,billing clerk interview questions,Informational,0
https://testlify.com/social-media-coordinator-interview-questions-to-ask-job-applicants/,0.06,2,2,0,0,2,0,0,0,0,2,0,0,0,0,,social media coordinator interview questions,Informational,0
https://testlify.com/how-to-interpret-the-results-of-an-emotional-intelligence-test/,0.06,4,2,0,0,1,0,0,0,0,2,0,0,0,2,,emotion test,Informational,0
https://testlify.com/administrative-coordinator-interview-questions-to-ask-job-applicants/,0.06,3,2,0,0,2,0,0,0,0,2,0,0,0,-2,google,admin coordinator interview questions,Informational,1
https://testlify.com/pre-hire-assessments-for-financial-services-industry/,0.06,4,2,0,0,2,0,0,0,0,2,0,0,0,0,,talent assessment for financial services,Informational,0
https://testlify.com/test-library/cefr-english/,0.06,8,2,0,0,2,0,0,0,0,2,0,0,0,1,google,cefr test,Informational,2
https://testlify.com/inventory-control-specialist-interview-questions-to-ask-job-applicants/,0.06,3,2,0,0,3,0,0,0,0,2,0,0,0,1,,inventory management questions,Informational,0
https://testlify.com/test-library/proofreading/,0.06,11,2,0,1,5,0,0,0,0,2,0,0,0,-3,"google-ai, search-gpt",proofreading exam,Informational,2
https://testlify.com/test-library/quantitative-aptitude/,0.06,22,2,0,0,8,0,0,0,0,2,0,0,0,0,google,quantitative ability,Informational,2
https://testlify.com/openai-interview-process/,0.06,7,2,0,0,1,0,0,0,0,2,0,0,0,2,"gemini, search-gpt",how to use a referral for openai jobs,Informational,3
https://testlify.com/hr-coordinator-interview-questions-to-ask-job-applicants/,0.06,1,2,0,0,1,0,0,0,0,2,0,0,0,2,"google, google-ai",human resources coordinator interview questions,Informational,4
https://testlify.com/assestant-alternatives/,0.06,2,2,0,0,2,0,0,0,0,2,0,0,0,0,,assestant,Informational,0
https://testlify.com/on-demand-recruitment/,0.06,17,2,0,0,7,0,0,0,0,2,0,0,0,0,"gemini, google-ai",on demand recruitment,Informational,2
https://testlify.com/hr-glossary/application-form/,0.06,29,2,0,0,1,0,0,0,0,0,0,0,0,2,"google, google-ai, search-gpt",meaning of application form,Informational,6
https://testlify.com/job-offer-acceptance-rate-calculator/,0.06,7,2,0,0,3,0,0,0,0,2,0,0,0,0,,calculate acceptance rate,Informational,0
https://testlify.com/test-library/google-app-engine-gae-test/,0.06,2,2,0,0,1,0,0,0,0,2,0,0,0,0,,gae test,Informational,0
https://testlify.com/job-profiling/,0.06,9,2,0,1,1,0,0,0,2,2,0,0,0,2,search-gpt,job profiling,"Commercial, Informational",2
https://testlify.com/test-library/finance-executive-test/,0.06,4,2,0,0,1,0,0,0,0,0,0,0,0,2,,test for finance,Informational,0
https://help.testlify.com/article/315-unlock-your-hiring-potential-with-testlifys-7-day-free-trial,0.06,2,2,0,0,1,0,0,0,0,2,0,0,0,2,,extend trial,Informational,0
https://testlify.com/resume-screening-every-recruiter-should-know/,0.06,11,2,0,0,1,0,0,0,0,1,0,0,0,0,search-gpt,resume screening,Informational,2
https://testlify.com/insurance-verification-specialist-interview-questions-to-ask-job-applicants/,0.03,7,1,0,0,1,0,0,0,0,0,0,0,0,1,,prior authorization interview questions,Informational,0
https://testlify.com/employee-relations-specialist-interview-questions-to-ask-job-applicants/,0.03,1,1,0,0,1,0,0,0,0,1,0,0,0,0,,employee relations interview questions,Informational,0
https://testlify.com/test-library/electrical-aptitude/,0.03,6,1,0,0,1,0,0,0,0,1,0,0,0,1,"google, google-ai",basic electrical aptitude test,Informational,4
https://testlify.com/test-library/hr-generalist/,0.03,8,1,0,0,6,0,0,0,0,1,0,0,0,1,google,hr assessment,Informational,1
https://testlify.com/test-library/analytical-skills/,0.03,12,1,0,2,7,0,0,0,1,0,0,0,0,0,search-gpt,analytical skills assessment test,Informational,2
https://testlify.com/active-candidates/,0.03,8,1,0,0,0,0,0,0,0,0,0,0,0,1,google-ai,,,1
https://testlify.com/top-recruitment-technology-trends/,0.03,14,1,0,0,3,0,0,0,0,1,0,0,0,0,"gemini, search-gpt",innovative hiring technology,Informational,5
https://testlify.com/test-library/seo-specialist-beginner/,0.03,14,1,0,0,2,0,0,0,0,0,0,0,0,-2,,search engine optimization indeed test,Informational,0
https://testlify.com/anti-cheating-and-proctoring/,0.03,4,1,0,0,2,0,0,0,0,1,0,0,0,1,google,testifly,Informational,1
https://testlify.com/how-to-hire-fisherman/,0.03,5,1,0,0,1,0,0,0,0,1,0,0,0,0,"google, google-ai, search-gpt",fisherman application,Informational,4
https://testlify.com/advantages-of-using-the-emotional-intelligence-test-in-the-hiring-process/,0.03,3,1,0,3,3,0,0,0,1,1,0,0,0,-117,,emotional intelligent test,"Commercial, Informational",0
https://testlify.com/test-library/business-ethics-compliance/,0.03,3,1,0,0,1,0,0,0,0,1,0,0,0,0,,ethics and compliance assessment,Informational,0
https://testlify.com/test-library/pre-sales/,0.03,2,1,0,0,1,0,0,0,0,1,0,0,0,0,,pre employment sales assessments,Informational,0
https://testlify.com/tech-glossary/codebase/,0.03,11,1,0,0,5,0,0,0,0,0,0,0,0,0,,what is a codebase,Informational,0
https://testlify.com/test-library/autodesk-revit/,0.03,3,1,0,0,2,0,0,0,0,1,0,0,0,0,,revit assessment test,Informational,0
https://testlify.com/test-library/certified-nursing-assistant/,0.03,2,1,0,0,1,0,0,0,0,1,0,0,0,1,"google, google-ai",nursing assistant assessment test,Informational,3
https://testlify.com/financial-controller-interview-questions-to-ask-job-applicants/,0.03,5,1,0,1,4,0,0,0,0,1,0,0,0,1,,financial controller interview questions,Informational,0
https://testlify.com/test-library/,0.03,30,1,0,0,8,3,1,0,0,0,1,0,0,1,google,test library,Informational,1
https://testlify.com/interview-questions-for-gis-specialist/,0.03,2,1,0,0,2,0,0,0,0,1,0,0,0,1,,gis interview questions,Informational,0
https://testlify.com/employee-profiling/,0.03,6,1,0,0,2,0,0,0,0,1,0,0,0,1,google,employee profiling,Informational,1
https://help.testlify.com/article/330-copy-paste-tracking-in-assessments,0.03,13,1,0,0,2,0,0,0,0,0,0,0,0,0,,does cengage mindtap track copy and paste,Informational,0
https://testlify.com/tech-glossary/hyperlink/,0.03,60,1,0,0,0,0,0,0,0,0,0,0,0,-1,google,,,1
https://testlify.com/hr-glossary/expatriate/,0.03,40,1,0,0,0,0,0,0,0,0,0,0,0,1,google,,,2
